,type3,project_num,tasks,task_num,detail1,detail1_num,detail2,detail2_num,detail3,value,,,,,
6095,workspaces,3,tasks,3,owners,1,threepids,0,source,discord,,,,,
6096,workspaces,3,tasks,3,owners,1,threepids,0,threepid,3.89E+17,,,,,
6097,workspaces,3,tasks,3,owners,1,threepids,1,source,metamask,,,,,
6098,workspaces,3,tasks,3,owners,1,threepids,1,threepid,0x42c9A3f034592C39028AEa70A6e69Fbc6cCf6C31,,,,,
6099,workspaces,3,tasks,3,assignees,0,id,,,6369250d-164c-49ed-9f26-8847fea42229,,,,,
6100,workspaces,3,tasks,3,assignees,0,username,,,SoulGenesis,,,,,
6101,workspaces,3,tasks,3,assignees,0,createdAt,,,2022-05-29T09:57:16.450Z,,,,,
6102,workspaces,3,tasks,3,assignees,0,threepids,0,source,discord,,,,,
6103,workspaces,3,tasks,3,assignees,0,threepids,0,threepid,5.73E+17,,,,,
6104,workspaces,3,tasks,3,assignees,0,threepids,1,source,metamask,,,,,
6105,workspaces,3,tasks,3,assignees,0,threepids,1,threepid,0xfbD8eb2aAd1cbFca38E33917B0CD70981172bf1B,,,,,
6106,workspaces,3,tasks,3,applications,0,id,,,0f03da49-54dc-48fa-a2c0-6da8bd86ed41,,,,,
6107,workspaces,3,tasks,3,applications,0,createdAt,,,2022-05-27T21:27:15.868Z,,,,,
6108,workspaces,3,tasks,3,applications,0,updatedAt,,,2022-05-27T21:27:16.395Z,,,,,
6109,workspaces,3,tasks,3,applications,0,status,,,PENDING,,,,,
6110,workspaces,3,tasks,3,applications,0,user,id,,709629c2-723f-4c47-bf7b-9042133882f7,,,,,
6111,workspaces,3,tasks,3,applications,0,user,username,,Hitasyurek / Layer2Planet,,,,,
6112,workspaces,3,tasks,3,applications,0,user,createdAt,,2022-05-05T05:00:53.066Z,,,,,
6113,workspaces,3,tasks,3,applications,0,user,threepids,0,phantom,,,,,
6114,workspaces,3,tasks,3,applications,0,user,threepids,0,KsBDKQh7L9UPSXQCzKZhGXN26DmDCihEatKV3CfSPUZ,,,,,
6115,workspaces,3,tasks,3,applications,0,user,threepids,1,metamask,,,,,
6116,workspaces,3,tasks,3,applications,0,user,threepids,1,0x1d12c294772301A178Ce0F352d0138E5886FF14e,,,,,
6117,workspaces,3,tasks,3,applications,0,user,threepids,2,github,,,,,
6118,workspaces,3,tasks,3,applications,0,user,threepids,2,43425837,,,,,
6119,workspaces,3,tasks,3,applications,0,user,threepids,3,discord,,,,,
6120,workspaces,3,tasks,3,applications,0,user,threepids,3,3.18E+17,,,,,
6121,workspaces,3,tasks,3,applications,1,id,,,498c09ed-d25c-4793-be4f-87bf9df08667,,,,,
6122,workspaces,3,tasks,3,applications,1,createdAt,,,2022-05-30T09:42:09.658Z,,,,,
6123,workspaces,3,tasks,3,applications,1,updatedAt,,,2022-05-30T09:42:10.158Z,,,,,
6124,workspaces,3,tasks,3,applications,1,status,,,PENDING,,,,,
6125,workspaces,3,tasks,3,applications,1,user,id,,0e5ee527-a63d-4694-b557-63bb5bac5d96,,,,,
6126,workspaces,3,tasks,3,applications,1,user,username,,niceface,,,,,
6127,workspaces,3,tasks,3,applications,1,user,createdAt,,2022-04-28T19:58:11.232Z,,,,,
6128,workspaces,3,tasks,3,applications,1,user,threepids,0,metamask,,,,,
6129,workspaces,3,tasks,3,applications,1,user,threepids,0,0x1dAdaaF4d817eBcBBd9B0F9fC1b463152950630F,,,,,
6130,workspaces,3,tasks,3,applications,1,user,threepids,1,discord,,,,,
6131,workspaces,3,tasks,3,applications,1,user,threepids,1,9.69E+17,,,,,
6132,workspaces,3,tasks,3,applications,2,id,,,ebf7879f-acd8-4493-8ccc-d222afcedbf8,,,,,
6133,workspaces,3,tasks,3,applications,2,createdAt,,,2022-05-31T13:48:04.698Z,,,,,
6134,workspaces,3,tasks,3,applications,2,updatedAt,,,2022-05-31T13:48:05.204Z,,,,,
6135,workspaces,3,tasks,3,applications,2,status,,,PENDING,,,,,
6136,workspaces,3,tasks,3,applications,2,user,id,,5e89ce4e-8214-4674-87c3-6bc49c096ef8,,,,,
6137,workspaces,3,tasks,3,applications,2,user,username,,Lotan,,,,,
6138,workspaces,3,tasks,3,applications,2,user,createdAt,,2022-05-23T13:34:25.734Z,,,,,
6139,workspaces,3,tasks,3,applications,2,user,threepids,0,metamask,,,,,
6140,workspaces,3,tasks,3,applications,2,user,threepids,0,0x14C1a8628d4Bf79FB9142c15200d3E8Db34F59E6,,,,,
6141,workspaces,3,tasks,3,applications,2,user,threepids,1,discord,,,,,
6142,workspaces,3,tasks,3,applications,2,user,threepids,1,7.73E+17,,,,,
6143,workspaces,3,tasks,3,applications,3,id,,,24d3aef0-563c-48d9-bf89-2375729809a7,,,,,
6144,workspaces,3,tasks,3,applications,3,createdAt,,,2022-05-31T21:55:38.432Z,,,,,
6145,workspaces,3,tasks,3,applications,3,updatedAt,,,2022-06-01T18:47:15.371Z,,,,,
6146,workspaces,3,tasks,3,applications,3,status,,,ACCEPTED,,,,,
6147,workspaces,3,tasks,3,applications,3,user,id,,6369250d-164c-49ed-9f26-8847fea42229,,,,,
6148,workspaces,3,tasks,3,applications,3,user,username,,SoulGenesis,,,,,
6149,workspaces,3,tasks,3,applications,3,user,createdAt,,2022-05-29T09:57:16.450Z,,,,,
6150,workspaces,3,tasks,3,applications,3,user,threepids,0,discord,,,,,
6151,workspaces,3,tasks,3,applications,3,user,threepids,0,5.73E+17,,,,,
6152,workspaces,3,tasks,3,applications,3,user,threepids,1,metamask,,,,,
6153,workspaces,3,tasks,3,applications,3,user,threepids,1,0xfbD8eb2aAd1cbFca38E33917B0CD70981172bf1B,,,,,
6154,workspaces,3,tasks,4,id,,,,,b368262f-11a8-4a32-ae32-663f92a40f8b,,,,,
6155,workspaces,3,tasks,4,name,,,,,Community review Tech Doc. III Part Dev. (CLI) 1/2 (DTG.P2.M5.N2),,,,,
6156,workspaces,3,tasks,4,status,,,,,DONE,,,,,
6157,workspaces,3,tasks,4,priority,,,,,MEDIUM,,,,,
6158,workspaces,3,tasks,4,tags,0,label,,,dTech,,,,,
6159,workspaces,3,tasks,4,createdAt,,,,,2022-05-17T16:00:35.192Z,,,,,
6160,workspaces,3,tasks,4,updatedAt,,,,,2022-07-08T10:07:12.518Z,,,,,
6161,workspaces,3,tasks,4,doneAt,,,,,2022-06-23T20:30:26.483Z,,,,,
6162,workspaces,3,tasks,4,rewards,0,id,,,13b2121f-ecec-40c0-b342-062e26576e7d,,,,,
6163,workspaces,3,tasks,4,rewards,0,amount,,,540000000,,,,,
6164,workspaces,3,tasks,4,rewards,0,peggedToUsd,,,FALSE,,,,,
6165,workspaces,3,tasks,4,rewards,0,token,type,,ERC20,,,,,
6166,workspaces,3,tasks,4,rewards,0,token,name,,USD Coin,,,,,
6167,workspaces,3,tasks,4,rewards,0,token,symbol,,USDC,,,,,
6168,workspaces,3,tasks,4,rewards,0,token,network,name,Polygon Mainnet,,,,,
6169,workspaces,3,tasks,4,rewards,0,token,network,slug,polygon-mainnet,,,,,
6170,workspaces,3,tasks,4,rewards,0,payments,0,createdAt,2022-07-12T08:43:43.614Z,,,,,
6171,workspaces,3,tasks,4,rewards,0,payments,0,user,300047e7-bd47-4c0b-8ead-6cb7f3ebc64a,,,,,
6172,workspaces,3,tasks,4,rewards,0,payments,0,user,aakansha.eth,,,,,
6173,workspaces,3,tasks,4,rewards,0,payments,0,user,2022-02-12T00:53:25.933Z,,,,,
6174,workspaces,3,tasks,4,rewards,0,payments,0,user,discord,,,,,
6175,workspaces,3,tasks,4,rewards,0,payments,0,user,8.57E+17,,,,,
6176,workspaces,3,tasks,4,rewards,0,payments,0,user,metamask,,,,,
6177,workspaces,3,tasks,4,rewards,0,payments,0,user,0x06A1E83832aD7De314b4f82EfbC9591D0670A1e2,,,,,
6178,workspaces,3,tasks,4,rewards,0,payments,0,amount,540000000,,,,,
6179,workspaces,3,tasks,4,rewards,0,payments,0,payment,CONFIRMED,,,,,
6180,workspaces,3,tasks,4,rewards,0,payments,0,payment,0x8f8a41877dac0011196e1a679ee537f39ed17f61acbb93fbd5c44bd4bdb50de5,,,,,
6181,workspaces,3,tasks,4,rewards,0,payments,0,payment,0x0aaf4a4820eababf01fef47e74008a03cea08ae63308c2adcd370bcbbeca8a42,,,,,
6182,workspaces,3,tasks,4,owners,0,id,,,4355df80-2983-4c9d-93ae-c5c9652ca3b1,,,,,
6183,workspaces,3,tasks,4,owners,0,username,,,Carla78,,,,,
6184,workspaces,3,tasks,4,owners,0,createdAt,,,2022-02-27T20:35:16.843Z,,,,,
6185,workspaces,3,tasks,4,owners,0,threepids,0,source,discord,,,,,
6186,workspaces,3,tasks,4,owners,0,threepids,0,threepid,4.55E+17,,,,,
6187,workspaces,3,tasks,4,owners,0,threepids,1,source,metamask,,,,,
6188,workspaces,3,tasks,4,owners,0,threepids,1,threepid,0x6290D92321bD02f725e65633CbDdbda6205253fe,,,,,
6189,workspaces,3,tasks,4,owners,0,threepids,2,source,github,,,,,
6190,workspaces,3,tasks,4,owners,0,threepids,2,threepid,45719918,,,,,
6191,workspaces,3,tasks,4,owners,1,id,,,fed7a679-9f81-44ec-afe2-52cc9c96f636,,,,,
6192,workspaces,3,tasks,4,owners,1,username,,,barukimang,,,,,
6193,workspaces,3,tasks,4,owners,1,createdAt,,,2022-03-04T09:46:52.901Z,,,,,
6194,workspaces,3,tasks,4,owners,1,threepids,0,source,discord,,,,,
6195,workspaces,3,tasks,4,owners,1,threepids,0,threepid,3.89E+17,,,,,
6196,workspaces,3,tasks,4,owners,1,threepids,1,source,metamask,,,,,
6197,workspaces,3,tasks,4,owners,1,threepids,1,threepid,0x42c9A3f034592C39028AEa70A6e69Fbc6cCf6C31,,,,,
6198,workspaces,3,tasks,4,assignees,0,id,,,300047e7-bd47-4c0b-8ead-6cb7f3ebc64a,,,,,
6199,workspaces,3,tasks,4,assignees,0,username,,,aakansha.eth,,,,,
6200,workspaces,3,tasks,4,assignees,0,createdAt,,,2022-02-12T00:53:25.933Z,,,,,
6201,workspaces,3,tasks,4,assignees,0,threepids,0,source,discord,,,,,
6202,workspaces,3,tasks,4,assignees,0,threepids,0,threepid,8.57E+17,,,,,
6203,workspaces,3,tasks,4,assignees,0,threepids,1,source,metamask,,,,,
6204,workspaces,3,tasks,4,assignees,0,threepids,1,threepid,0x06A1E83832aD7De314b4f82EfbC9591D0670A1e2,,,,,
6205,workspaces,3,tasks,4,applications,0,id,,,ed261a10-2ced-40ac-9b80-d3aa8b6cc9c3,,,,,
6206,workspaces,3,tasks,4,applications,0,createdAt,,,2022-05-27T10:53:09.399Z,,,,,
6207,workspaces,3,tasks,4,applications,0,updatedAt,,,2022-05-27T10:53:09.834Z,,,,,
6208,workspaces,3,tasks,4,applications,0,status,,,PENDING,,,,,
6209,workspaces,3,tasks,4,applications,0,user,id,,5e89ce4e-8214-4674-87c3-6bc49c096ef8,,,,,
6210,workspaces,3,tasks,4,applications,0,user,username,,Lotan,,,,,
6211,workspaces,3,tasks,4,applications,0,user,createdAt,,2022-05-23T13:34:25.734Z,,,,,
6212,workspaces,3,tasks,4,applications,0,user,threepids,0,metamask,,,,,
6213,workspaces,3,tasks,4,applications,0,user,threepids,0,0x14C1a8628d4Bf79FB9142c15200d3E8Db34F59E6,,,,,
6214,workspaces,3,tasks,4,applications,0,user,threepids,1,discord,,,,,
6215,workspaces,3,tasks,4,applications,0,user,threepids,1,7.73E+17,,,,,
6216,workspaces,3,tasks,4,applications,1,id,,,ca9b9fde-50eb-43f9-a048-9f5e60410c26,,,,,
6217,workspaces,3,tasks,4,applications,1,createdAt,,,2022-05-30T15:24:10.955Z,,,,,
6218,workspaces,3,tasks,4,applications,1,updatedAt,,,2022-05-30T15:24:11.373Z,,,,,
6219,workspaces,3,tasks,4,applications,1,status,,,PENDING,,,,,
6220,workspaces,3,tasks,4,applications,1,user,id,,68983315-6d60-457c-9a71-31b8a812d10b,,,,,
6221,workspaces,3,tasks,4,applications,1,user,username,,Gabriel Tanner,,,,,
6222,workspaces,3,tasks,4,applications,1,user,createdAt,,2022-05-30T09:18:26.398Z,,,,,
6223,workspaces,3,tasks,4,applications,1,user,threepids,0,metamask,,,,,
6224,workspaces,3,tasks,4,applications,1,user,threepids,0,0x97355B793f98d56c7068dBe1414803BcbAce94ed,,,,,
6225,workspaces,3,tasks,4,applications,1,user,threepids,1,github,,,,,
6226,workspaces,3,tasks,4,applications,1,user,threepids,1,40315960,,,,,
6227,workspaces,3,tasks,4,applications,1,user,threepids,2,discord,,,,,
6228,workspaces,3,tasks,4,applications,1,user,threepids,2,2.93E+17,,,,,
6229,workspaces,3,tasks,4,applications,2,id,,,e7ec3583-5dc3-4122-91cd-987a5731d971,,,,,
6230,workspaces,3,tasks,4,applications,2,createdAt,,,2022-05-30T18:46:32.604Z,,,,,
6231,workspaces,3,tasks,4,applications,2,updatedAt,,,2022-06-01T18:47:27.567Z,,,,,
6232,workspaces,3,tasks,4,applications,2,status,,,ACCEPTED,,,,,
6233,workspaces,3,tasks,4,applications,2,user,id,,300047e7-bd47-4c0b-8ead-6cb7f3ebc64a,,,,,
6234,workspaces,3,tasks,4,applications,2,user,username,,aakansha.eth,,,,,
6235,workspaces,3,tasks,4,applications,2,user,createdAt,,2022-02-12T00:53:25.933Z,,,,,
6236,workspaces,3,tasks,4,applications,2,user,threepids,0,discord,,,,,
6237,workspaces,3,tasks,4,applications,2,user,threepids,0,8.57E+17,,,,,
6238,workspaces,3,tasks,4,applications,2,user,threepids,1,metamask,,,,,
6239,workspaces,3,tasks,4,applications,2,user,threepids,1,0x06A1E83832aD7De314b4f82EfbC9591D0670A1e2,,,,,
6240,workspaces,3,tasks,4,applications,3,id,,,297a73bd-a387-4025-8396-b407a6761b0d,,,,,
6241,workspaces,3,tasks,4,applications,3,createdAt,,,2022-05-31T17:29:31.447Z,,,,,
6242,workspaces,3,tasks,4,applications,3,updatedAt,,,2022-05-31T17:29:31.901Z,,,,,
6243,workspaces,3,tasks,4,applications,3,status,,,PENDING,,,,,
6244,workspaces,3,tasks,4,applications,3,user,id,,6369250d-164c-49ed-9f26-8847fea42229,,,,,
6245,workspaces,3,tasks,4,applications,3,user,username,,SoulGenesis,,,,,
6246,workspaces,3,tasks,4,applications,3,user,createdAt,,2022-05-29T09:57:16.450Z,,,,,
6247,workspaces,3,tasks,4,applications,3,user,threepids,0,discord,,,,,
6248,workspaces,3,tasks,4,applications,3,user,threepids,0,5.73E+17,,,,,
6249,workspaces,3,tasks,4,applications,3,user,threepids,1,metamask,,,,,
6250,workspaces,3,tasks,4,applications,3,user,threepids,1,0xfbD8eb2aAd1cbFca38E33917B0CD70981172bf1B,,,,,
6251,workspaces,4,id,,,,,,,e2719687-3d93-4f11-b251-d30db200b16d,,,,,
6252,workspaces,4,slug,,,,,,,finance-squad-bounti,,,,,
6253,workspaces,4,name,,,,,,,Finance Squad ,,,,,
6254,workspaces,4,createdAt,,,,,,,2022-05-25T07:27:02.990Z,,,,,
6255,workspaces,4,sectionId,,,,,,,eadc2630-1aaa-4734-88d4-f602fa4a7b9a,,,,,
6256,workspaces,4,tasks,0,id,,,,,1a6a8b06-b276-4bfb-b7c3-0319299c7ced,,,,,
6257,workspaces,4,tasks,0,name,,,,,July: Providing advise / guidance within the Finance Squad,,,,,
6258,workspaces,4,tasks,0,status,,,,,DONE,,,,,
6259,workspaces,4,tasks,0,priority,,,,,HIGH,,,,,
6260,workspaces,4,tasks,0,tags,0,label,,,🔁 recurring,,,,,
6261,workspaces,4,tasks,0,tags,1,label,,,Finance,,,,,
6262,workspaces,4,tasks,0,createdAt,,,,,2022-07-29T07:35:40.152Z,,,,,
6263,workspaces,4,tasks,0,updatedAt,,,,,2022-07-29T08:29:08.401Z,,,,,
6264,workspaces,4,tasks,0,doneAt,,,,,2022-07-29T08:11:21.163Z,,,,,
6265,workspaces,4,tasks,0,rewards,0,id,,,5eec069d-b936-4d91-b45a-a9f60af1e185,,,,,
6266,workspaces,4,tasks,0,rewards,0,amount,,,50000000,,50,,,
6267,workspaces,4,tasks,0,rewards,0,peggedToUsd,,,TRUE,,,,,
6268,workspaces,4,tasks,0,rewards,0,token,type,,ERC20,,,,,
6269,workspaces,4,tasks,0,rewards,0,token,name,,Aragon,,,,,
6270,workspaces,4,tasks,0,rewards,0,token,symbol,,ANT,,,,,
6271,workspaces,4,tasks,0,rewards,0,token,network,name,Ethereum Mainnet,,,,,
6272,workspaces,4,tasks,0,rewards,0,token,network,slug,ethereum-mainnet,,,,,
6273,workspaces,4,tasks,0,rewards,0,payments,0,createdAt,2022-07-29T13:11:55.624Z,,,,,
6274,workspaces,4,tasks,0,rewards,0,payments,0,user,ed229025-71de-476e-b067-97d37589f1df,,,,,
6275,workspaces,4,tasks,0,rewards,0,payments,0,user,aclay.eth,,,,,
6276,workspaces,4,tasks,0,rewards,0,payments,0,user,2022-06-16T09:18:03.362Z,,,,,
6277,workspaces,4,tasks,0,rewards,0,payments,0,user,metamask,,,,,
6278,workspaces,4,tasks,0,rewards,0,payments,0,user,0x580e5E54055d087D7F012dD43e54cceaE9ce4265,,,,,
6279,workspaces,4,tasks,0,rewards,0,payments,0,user,discord,,,,,
6280,workspaces,4,tasks,0,rewards,0,payments,0,user,8.34E+17,,,,,
6281,workspaces,4,tasks,0,rewards,0,payments,0,amount,2.56E+19,,,,,
6282,workspaces,4,tasks,0,rewards,0,payments,0,payment,CONFIRMED,,,,,
6283,workspaces,4,tasks,0,rewards,0,payments,0,payment,0xb1dc67f28fb59e2727bd743d481ae92cd3c12538e916ec984f263d846cc3a159,,,,,
6284,workspaces,4,tasks,0,rewards,0,payments,0,payment,0x2ed5244007567f706e4e99417bf6e8e3eaf2eef1af549dca2b1b696d5c354820,,,,,
6285,workspaces,4,tasks,0,rewards,1,id,,,6f1eb48a-eb28-4fd5-8668-47cc84d4df48,,,,,
6286,workspaces,4,tasks,0,rewards,1,amount,,,450000000,,450,,,
6287,workspaces,4,tasks,0,rewards,1,peggedToUsd,,,FALSE,,,,,
6288,workspaces,4,tasks,0,rewards,1,token,type,,ERC20,,,,,
6289,workspaces,4,tasks,0,rewards,1,token,name,,USD Coin,,,,,
6290,workspaces,4,tasks,0,rewards,1,token,symbol,,USDC,,,,,
6291,workspaces,4,tasks,0,rewards,1,token,network,name,Ethereum Mainnet,,,,,
6292,workspaces,4,tasks,0,rewards,1,token,network,slug,ethereum-mainnet,,,,,
6293,workspaces,4,tasks,0,rewards,1,payments,0,createdAt,2022-07-29T13:11:55.624Z,,,,,
6294,workspaces,4,tasks,0,rewards,1,payments,0,user,ed229025-71de-476e-b067-97d37589f1df,,,,,
6295,workspaces,4,tasks,0,rewards,1,payments,0,user,aclay.eth,,,,,
6296,workspaces,4,tasks,0,rewards,1,payments,0,user,2022-06-16T09:18:03.362Z,,,,,
6297,workspaces,4,tasks,0,rewards,1,payments,0,user,metamask,,,,,
6298,workspaces,4,tasks,0,rewards,1,payments,0,user,0x580e5E54055d087D7F012dD43e54cceaE9ce4265,,,,,
6299,workspaces,4,tasks,0,rewards,1,payments,0,user,discord,,,,,
6300,workspaces,4,tasks,0,rewards,1,payments,0,user,8.34E+17,,,,,
6301,workspaces,4,tasks,0,rewards,1,payments,0,amount,450000000,,,,,
6302,workspaces,4,tasks,0,rewards,1,payments,0,payment,CONFIRMED,,,,,
6303,workspaces,4,tasks,0,rewards,1,payments,0,payment,0xb1dc67f28fb59e2727bd743d481ae92cd3c12538e916ec984f263d846cc3a159,,,,,
6304,workspaces,4,tasks,0,rewards,1,payments,0,payment,0x2ed5244007567f706e4e99417bf6e8e3eaf2eef1af549dca2b1b696d5c354820,,,,,
6305,workspaces,4,tasks,0,owners,0,id,,,6047775b-e031-4a33-88e0-fdde365f76b7,,,,,
6306,workspaces,4,tasks,0,owners,0,username,,,ricktik6,,,,,
6307,workspaces,4,tasks,0,owners,0,createdAt,,,2022-03-02T08:29:07.357Z,,,,,
6308,workspaces,4,tasks,0,owners,0,threepids,0,source,discord,,,,,
6309,workspaces,4,tasks,0,owners,0,threepids,0,threepid,4.85E+17,,,,,
6310,workspaces,4,tasks,0,owners,0,threepids,1,source,metamask,,,,,
6311,workspaces,4,tasks,0,owners,0,threepids,1,threepid,0xDacf1065b12849298dc5B47EcE9553094000074F,,,,,
6312,workspaces,4,tasks,0,assignees,0,id,,,ed229025-71de-476e-b067-97d37589f1df,,,,,
6313,workspaces,4,tasks,0,assignees,0,username,,,aclay.eth,,,,,
6314,workspaces,4,tasks,0,assignees,0,createdAt,,,2022-06-16T09:18:03.362Z,,,,,
6315,workspaces,4,tasks,0,assignees,0,threepids,0,source,metamask,,,,,
6316,workspaces,4,tasks,0,assignees,0,threepids,0,threepid,0x580e5E54055d087D7F012dD43e54cceaE9ce4265,,,,,
6317,workspaces,4,tasks,0,assignees,0,threepids,1,source,discord,,,,,
6318,workspaces,4,tasks,0,assignees,0,threepids,1,threepid,8.34E+17,,,,,
6319,workspaces,4,tasks,1,id,,,,,8ccf9c07-a775-4956-be1b-46eb51fbb558,,,,,
6320,workspaces,4,tasks,1,name,,,,,July Coordinape facilitator,,,,,
6321,workspaces,4,tasks,1,status,,,,,DONE,,,,,
6322,workspaces,4,tasks,1,priority,,,,,HIGH,,,,,
6323,workspaces,4,tasks,1,tags,0,label,,,Coordinape,,,,,
6324,workspaces,4,tasks,1,tags,1,label,,,Finance,,,,,
6325,workspaces,4,tasks,1,createdAt,,,,,2022-07-29T07:29:21.631Z,,,,,
6326,workspaces,4,tasks,1,updatedAt,,,,,2022-07-29T10:35:27.637Z,,,,,
6327,workspaces,4,tasks,1,doneAt,,,,,2022-07-29T10:35:27.637Z,,,,,
6328,workspaces,4,tasks,1,rewards,0,id,,,1b112c97-41eb-4056-b6c3-dc1afdfd716d,,,,,
6329,workspaces,4,tasks,1,rewards,0,amount,,,900000000,,900,,,
6330,workspaces,4,tasks,1,rewards,0,peggedToUsd,,,FALSE,,,,,
6331,workspaces,4,tasks,1,rewards,0,token,type,,ERC20,,,,,
6332,workspaces,4,tasks,1,rewards,0,token,name,,USD Coin,,,,,
6333,workspaces,4,tasks,1,rewards,0,token,symbol,,USDC,,,,,
6334,workspaces,4,tasks,1,rewards,0,token,network,name,Ethereum Mainnet,,,,,
6335,workspaces,4,tasks,1,rewards,0,token,network,slug,ethereum-mainnet,,,,,
6336,workspaces,4,tasks,1,rewards,0,payments,0,createdAt,2022-07-29T13:11:55.624Z,,,,,
6337,workspaces,4,tasks,1,rewards,0,payments,0,user,6047775b-e031-4a33-88e0-fdde365f76b7,,,,,
6338,workspaces,4,tasks,1,rewards,0,payments,0,user,ricktik6,,,,,
6339,workspaces,4,tasks,1,rewards,0,payments,0,user,2022-03-02T08:29:07.357Z,,,,,
6340,workspaces,4,tasks,1,rewards,0,payments,0,user,discord,,,,,
6341,workspaces,4,tasks,1,rewards,0,payments,0,user,4.85E+17,,,,,
6342,workspaces,4,tasks,1,rewards,0,payments,0,user,metamask,,,,,
6343,workspaces,4,tasks,1,rewards,0,payments,0,user,0xDacf1065b12849298dc5B47EcE9553094000074F,,,,,
6344,workspaces,4,tasks,1,rewards,0,payments,0,amount,900000000,,,,,
6345,workspaces,4,tasks,1,rewards,0,payments,0,payment,CONFIRMED,,,,,
6346,workspaces,4,tasks,1,rewards,0,payments,0,payment,0xb1dc67f28fb59e2727bd743d481ae92cd3c12538e916ec984f263d846cc3a159,,,,,
6347,workspaces,4,tasks,1,rewards,0,payments,0,payment,0x2ed5244007567f706e4e99417bf6e8e3eaf2eef1af549dca2b1b696d5c354820,,,,,
6348,workspaces,4,tasks,1,rewards,1,id,,,34754f15-8e3b-4c59-90d1-83ecb10550c3,,,,,
6349,workspaces,4,tasks,1,rewards,1,amount,,,100000000,,100,,,
6350,workspaces,4,tasks,1,rewards,1,peggedToUsd,,,TRUE,,,,,
6351,workspaces,4,tasks,1,rewards,1,token,type,,ERC20,,,,,
6352,workspaces,4,tasks,1,rewards,1,token,name,,Aragon,,,,,
6353,workspaces,4,tasks,1,rewards,1,token,symbol,,ANT,,,,,
6354,workspaces,4,tasks,1,rewards,1,token,network,name,Ethereum Mainnet,,,,,
6355,workspaces,4,tasks,1,rewards,1,token,network,slug,ethereum-mainnet,,,,,
6356,workspaces,4,tasks,1,rewards,1,payments,0,createdAt,2022-07-29T13:11:55.624Z,,,,,
6357,workspaces,4,tasks,1,rewards,1,payments,0,user,6047775b-e031-4a33-88e0-fdde365f76b7,,,,,
6358,workspaces,4,tasks,1,rewards,1,payments,0,user,ricktik6,,,,,
6359,workspaces,4,tasks,1,rewards,1,payments,0,user,2022-03-02T08:29:07.357Z,,,,,
6360,workspaces,4,tasks,1,rewards,1,payments,0,user,discord,,,,,
6361,workspaces,4,tasks,1,rewards,1,payments,0,user,4.85E+17,,,,,
6362,workspaces,4,tasks,1,rewards,1,payments,0,user,metamask,,,,,
6363,workspaces,4,tasks,1,rewards,1,payments,0,user,0xDacf1065b12849298dc5B47EcE9553094000074F,,,,,
6364,workspaces,4,tasks,1,rewards,1,payments,0,amount,5.13E+19,,,,,
6365,workspaces,4,tasks,1,rewards,1,payments,0,payment,CONFIRMED,,,,,
6366,workspaces,4,tasks,1,rewards,1,payments,0,payment,0xb1dc67f28fb59e2727bd743d481ae92cd3c12538e916ec984f263d846cc3a159,,,,,
6367,workspaces,4,tasks,1,rewards,1,payments,0,payment,0x2ed5244007567f706e4e99417bf6e8e3eaf2eef1af549dca2b1b696d5c354820,,,,,
6368,workspaces,4,tasks,1,owners,0,id,,,3dee4304-3e93-48db-91ba-a2a1c6eb20c9,,,,,
6369,workspaces,4,tasks,1,owners,0,username,,,Aclay,,,,,
6370,workspaces,4,tasks,1,owners,0,createdAt,,,2022-04-28T15:30:02.290Z,,,,,
6371,workspaces,4,tasks,1,assignees,0,id,,,6047775b-e031-4a33-88e0-fdde365f76b7,,,,,
6372,workspaces,4,tasks,1,assignees,0,username,,,ricktik6,,,,,
6373,workspaces,4,tasks,1,assignees,0,createdAt,,,2022-03-02T08:29:07.357Z,,,,,
6374,workspaces,4,tasks,1,assignees,0,threepids,0,source,discord,,,,,
6375,workspaces,4,tasks,1,assignees,0,threepids,0,threepid,4.85E+17,,,,,
6376,workspaces,4,tasks,1,assignees,0,threepids,1,source,metamask,,,,,
6377,workspaces,4,tasks,1,assignees,0,threepids,1,threepid,0xDacf1065b12849298dc5B47EcE9553094000074F,,,,,
6378,workspaces,4,tasks,2,id,,,,,f059a6fb-81ed-41b4-b27a-868d7dff333c,,,,,
6379,workspaces,4,tasks,2,name,,,,,Implementing expense request process,,,,,
6380,workspaces,4,tasks,2,status,,,,,DONE,,,,,
6381,workspaces,4,tasks,2,priority,,,,,NONE,,,,,
6382,workspaces,4,tasks,2,tags,0,label,,,Finance,,,,,
6383,workspaces,4,tasks,2,createdAt,,,,,2022-07-29T07:25:18.672Z,,,,,
6384,workspaces,4,tasks,2,updatedAt,,,,,2022-07-29T10:35:18.313Z,,,,,
6385,workspaces,4,tasks,2,doneAt,,,,,2022-07-29T10:35:18.313Z,,,,,
6386,workspaces,4,tasks,2,rewards,0,id,,,b6c0a593-6cd2-45e3-96db-2aab2d8c691b,,,,,
6387,workspaces,4,tasks,2,rewards,0,amount,,,450000000,,450,,,
6388,workspaces,4,tasks,2,rewards,0,peggedToUsd,,,FALSE,,,,,
6389,workspaces,4,tasks,2,rewards,0,token,type,,ERC20,,,,,
6390,workspaces,4,tasks,2,rewards,0,token,name,,USD Coin,,,,,
6391,workspaces,4,tasks,2,rewards,0,token,symbol,,USDC,,,,,
6392,workspaces,4,tasks,2,rewards,0,token,network,name,Ethereum Mainnet,,,,,
